trade_date,instrument,direction,contracts,entry_price,stop_points,trim1_points,trim2_points,trim1_hit,trim2_hit,gross_pnl,net_pnl,trades,wins,losses,breakeven_trades,win_rate,avg_risk,avg_reward,rr_ratio,trims,notes,largest_win,largest_loss,max_drawdown
2024-12-03,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,-60.0,-78.99999999999999,5,1,4,0,0.2,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-12-04,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-12-05,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,120.0,104.80000000000001,4,2,2,0,0.5,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-12-06,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,260.0,252.39999999999998,2,1,1,0,0.5,40.0,300.0,7.5,2,"Full TP, Stopped Out",296.2,-43.8,0.0
2024-12-09,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-12-10,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-12-11,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,60.0,52.400000000000006,2,1,1,0,0.5,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-12-12,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,180.0,164.79999999999995,4,1,3,0,0.25,40.0,300.0,7.5,2,"Full TP, Stopped Out, Stopped Out, Stopped Out",296.2,-43.8,0.0
2024-12-13,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-12-16,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,319.0,300.0,5,2,3,0,0.4,40.0,219.5,5.4875,2,"Stopped Out, Stopped Out, Stopped Out, Full TP, Target Hit (+$135.20)",296.2,-43.8,0.0
2024-12-17,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,180.0,164.79999999999995,4,1,3,0,0.25,40.0,300.0,7.5,2,"Full TP, Stopped Out, Stopped Out, Stopped Out",296.2,-43.8,0.0
2024-12-18,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-12-19,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-12-20,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Trim 1 + BE, Stopped Out, Target Hit (+$291.40)",291.4,-43.8,0.0
2024-12-23,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-120.0,-131.39999999999998,3,0,3,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-12-24,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,3,1,0,0.75,40.0,118.39999999999999,2.96,2,"Stopped Out, Trim 1 + BE, Trim 1 + BE, Target Hit (+$151.40)",151.39999999999998,-43.8,0.0
2024-12-25,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-12-26,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,180.0,164.8,4,1,3,0,0.25,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-12-27,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
